alert_id,timestamp,employee_id,hostname,severity,alert_type,mitre_attack,source_ip,destination_ip,description
ALT020142,2026-06-09 11:18:28.221341,EMP00314,HOST0188,Critical,Failed Login,T1486,172.28.254.122,10.78.137.124,Failed Login detected on HOST0188
ALT020143,2026-07-21 22:57:28.221341,EMP00079,HOST0178,Critical,Malware Detection,T1078,10.241.195.158,10.10.138.163,Credential Dumping detected on HOST0178
ALT020144,2026-04-29 10:26:28.221341,EMP00328,HOST0084,Low,Ransomware Activity,T1021,172.25.75.99,10.221.233.187,Malware Detection detected on HOST0084
ALT020145,2026-07-01 04:33:28.221341,EMP00057,HOST0071,Critical,Privilege Escalation,T1041,10.145.18.196,10.124.18.121,Suspicious PowerShell detected on HOST0071
ALT020146,2026-05-10 13:02:28.221341,EMP00304,HOST0101,Low,Data Exfiltration,T1021,172.24.237.122,10.114.77.154,Failed Login detected on HOST0101
ALT020147,2026-06-09 08:28:28.221341,EMP00237,HOST0067,Critical,Failed Login,T1041,172.26.148.175,10.155.57.148,Data Exfiltration detected on HOST0067
ALT020148,2026-06-15 22:05:28.221341,EMP00360,HOST0081,Low,Data Exfiltration,T1486,172.25.69.179,10.180.65.192,Malware Detection detected on HOST0081
ALT020149,2026-07-07 13:33:28.221341,EMP00115,HOST0087,High,Data Exfiltration,T1486,10.74.111.61,10.157.190.21,Failed Login detected on HOST0087
ALT020150,2026-07-07 01:05:28.221341,EMP00116,HOST0101,Low,Suspicious PowerShell,T1041,172.24.237.122,10.120.80.214,Data Exfiltration detected on HOST0101
ALT020151,2026-06-09 07:16:28.221341,EMP00210,HOST0200,Low,Suspicious PowerShell,T1003,172.26.59.201,10.9.219.8,Malware Detection detected on HOST0200
ALT020152,2026-05-16 16:07:28.221341,EMP00116,HOST0116,Medium,Ransomware Activity,T1078,172.30.174.144,10.29.219.252,Privilege Escalation detected on HOST0116
ALT020153,2026-05-20 08:13:28.221341,EMP00299,HOST0054,High,Ransomware Activity,T1562,10.183.212.164,10.241.31.159,Credential Dumping detected on HOST0054
ALT020154,2026-07-19 15:30:28.221341,EMP00433,HOST0184,High,Privilege Escalation,T1041,172.17.73.251,10.44.57.49,Ransomware Activity detected on HOST0184
ALT020155,2026-07-21 06:16:28.221341,EMP00047,HOST0048,Critical,Failed Login,T1562,172.30.126.198,10.78.229.89,Failed Login detected on HOST0048
ALT020156,2026-07-23 09:26:28.221341,EMP00181,HOST0178,Low,Suspicious PowerShell,T1078,10.241.195.158,10.9.15.149,Privilege Escalation detected on HOST0178
ALT020157,2026-05-20 09:16:28.221341,EMP00004,HOST0053,Critical,Privilege Escalation,T1021,192.168.23.122,10.243.102.147,Credential Dumping detected on HOST0053
ALT020158,2026-05-06 13:24:28.221341,EMP00045,HOST0055,Low,Data Exfiltration,T1021,192.168.136.159,10.67.142.194,Malware Detection detected on HOST0055
ALT020159,2026-06-28 23:27:28.221341,EMP00141,HOST0026,Critical,Malware Detection,T1562,10.74.147.105,10.102.121.137,Data Exfiltration detected on HOST0026
ALT020160,2026-06-26 06:10:28.221341,EMP00306,HOST0014,Medium,Ransomware Activity,T1562,10.71.6.227,10.21.210.32,Data Exfiltration detected on HOST0014
ALT020161,2026-05-11 22:44:28.221341,EMP00115,HOST0130,Critical,Privilege Escalation,T1078,192.168.215.226,10.225.233.216,Failed Login detected on HOST0130
ALT020162,2026-06-16 07:52:28.221341,EMP00484,HOST0190,Critical,Credential Dumping,T1078,10.236.7.32,10.25.189.179,Ransomware Activity detected on HOST0190
ALT020163,2026-05-08 03:38:28.221341,EMP00009,HOST0016,Critical,Suspicious PowerShell,T1003,10.85.14.125,10.73.224.10,Credential Dumping detected on HOST0016
ALT020164,2026-05-09 07:20:28.221341,EMP00076,HOST0101,High,Ransomware Activity,T1059,172.24.237.122,10.235.190.229,Privilege Escalation detected on HOST0101
ALT020165,2026-06-11 08:13:28.221341,EMP00102,HOST0018,Low,Data Exfiltration,T1562,10.165.57.45,10.71.45.196,Suspicious PowerShell detected on HOST0018
ALT020166,2026-05-02 19:19:28.221341,EMP00490,HOST0052,High,Credential Dumping,T1003,192.168.208.126,10.160.253.156,Suspicious PowerShell detected on HOST0052
ALT020167,2026-06-05 11:00:28.221341,EMP00218,HOST0044,High,Credential Dumping,T1059,172.30.182.145,10.5.146.254,Suspicious PowerShell detected on HOST0044
ALT020168,2026-06-10 06:21:28.221341,EMP00248,HOST0161,Critical,Failed Login,T1059,10.155.22.224,10.247.179.63,Failed Login detected on HOST0161
ALT020169,2026-06-30 21:44:28.221341,EMP00039,HOST0111,High,Malware Detection,T1059,192.168.30.121,10.245.245.182,Ransomware Activity detected on HOST0111
ALT020170,2026-06-12 15:45:28.221341,EMP00301,HOST0197,Critical,Failed Login,T1003,192.168.193.13,10.123.114.78,Data Exfiltration detected on HOST0197
ALT020171,2026-05-06 09:51:28.221341,EMP00110,HOST0024,Critical,Privilege Escalation,T1021,10.252.103.226,10.132.217.220,Privilege Escalation detected on HOST0024
ALT020172,2026-05-31 18:50:28.221341,EMP00335,HOST0112,Medium,Ransomware Activity,T1021,172.16.35.94,10.255.223.145,Failed Login detected on HOST0112
ALT020173,2026-05-31 15:40:28.221341,EMP00094,HOST0147,Medium,Data Exfiltration,T1562,192.168.129.81,10.48.214.130,Failed Login detected on HOST0147
ALT020174,2026-06-28 21:37:28.221341,EMP00421,HOST0106,High,Suspicious PowerShell,T1562,172.29.204.183,10.103.234.30,Ransomware Activity detected on HOST0106
ALT020175,2026-07-09 20:12:28.221341,EMP00262,HOST0076,Critical,Ransomware Activity,T1041,172.30.255.206,10.228.134.129,Ransomware Activity detected on HOST0076
ALT020176,2026-07-05 07:37:28.221341,EMP00468,HOST0005,High,Credential Dumping,T1041,10.180.255.199,10.130.108.48,Privilege Escalation detected on HOST0005
ALT020177,2026-06-26 17:14:28.221341,EMP00481,HOST0179,Low,Suspicious PowerShell,T1041,10.254.199.99,10.221.122.204,Failed Login detected on HOST0179
ALT020178,2026-07-19 18:33:28.221341,EMP00176,HOST0051,High,Privilege Escalation,T1003,192.168.155.144,10.14.17.91,Suspicious PowerShell detected on HOST0051
ALT020179,2026-04-28 20:14:28.221341,EMP00286,HOST0184,Low,Failed Login,T1021,172.17.73.251,10.242.2.60,Failed Login detected on HOST0184
ALT020180,2026-06-02 19:52:28.221341,EMP00131,HOST0046,Medium,Privilege Escalation,T1003,10.103.24.206,10.36.117.207,Data Exfiltration detected on HOST0046
ALT020181,2026-06-17 00:21:28.221341,EMP00262,HOST0045,Critical,Failed Login,T1562,192.168.92.55,10.28.5.147,Ransomware Activity detected on HOST0045
ALT020182,2026-05-14 17:44:28.221341,EMP00473,HOST0152,Low,Privilege Escalation,T1003,10.16.21.174,10.154.141.65,Privilege Escalation detected on HOST0152
ALT020183,2026-07-09 00:44:28.221341,EMP00117,HOST0169,Critical,Ransomware Activity,T1562,10.16.132.237,10.249.177.163,Ransomware Activity detected on HOST0169
ALT020184,2026-04-30 00:59:28.221341,EMP00400,HOST0093,Critical,Suspicious PowerShell,T1041,192.168.225.205,10.76.232.29,Ransomware Activity detected on HOST0093
ALT020185,2026-05-11 15:45:28.221341,EMP00327,HOST0055,Medium,Failed Login,T1562,192.168.136.159,10.91.151.69,Privilege Escalation detected on HOST0055
ALT020186,2026-07-25 00:28:28.221341,EMP00189,HOST0063,Critical,Data Exfiltration,T1486,192.168.20.5,10.135.21.21,Privilege Escalation detected on HOST0063
ALT020187,2026-05-07 03:05:28.221341,EMP00297,HOST0032,Medium,Credential Dumping,T1021,10.63.138.205,10.119.190.103,Privilege Escalation detected on HOST0032
ALT020188,2026-07-25 17:05:28.221341,EMP00126,HOST0198,Critical,Malware Detection,T1078,10.241.111.35,10.15.150.64,Credential Dumping detected on HOST0198
ALT020189,2026-07-01 07:55:28.221341,EMP00462,HOST0032,High,Failed Login,T1486,10.63.138.205,10.5.184.248,Credential Dumping detected on HOST0032
ALT020190,2026-06-13 17:42:28.221341,EMP00270,HOST0065,Critical,Privilege Escalation,T1003,172.28.48.175,10.181.106.199,Suspicious PowerShell detected on HOST0065
ALT020191,2026-07-20 21:15:28.221341,EMP00493,HOST0079,Medium,Suspicious PowerShell,T1486,10.251.254.223,10.115.61.179,Ransomware Activity detected on HOST0079
ALT020192,2026-06-28 19:59:28.221341,EMP00055,HOST0159,Low,Data Exfiltration,T1003,192.168.241.38,10.125.190.28,Suspicious PowerShell detected on HOST0159
ALT020193,2026-06-29 00:51:28.221341,EMP00392,HOST0003,Low,Ransomware Activity,T1059,10.6.248.205,10.116.137.75,Suspicious PowerShell detected on HOST0003
ALT020194,2026-06-13 08:10:28.221341,EMP00242,HOST0110,High,Suspicious PowerShell,T1041,192.168.86.35,10.247.82.159,Failed Login detected on HOST0110
ALT020195,2026-05-09 11:56:28.221341,EMP00373,HOST0088,High,Ransomware Activity,T1041,10.174.200.165,10.247.219.43,Failed Login detected on HOST0088
ALT020196,2026-05-20 02:11:28.221341,EMP00202,HOST0142,High,Ransomware Activity,T1078,192.168.158.28,10.126.143.82,Data Exfiltration detected on HOST0142
ALT020197,2026-05-24 14:01:28.221341,EMP00159,HOST0026,Medium,Suspicious PowerShell,T1078,10.74.147.105,10.179.36.89,Suspicious PowerShell detected on HOST0026
ALT020198,2026-05-25 07:35:28.221341,EMP00436,HOST0191,Critical,Privilege Escalation,T1041,10.244.186.175,10.157.90.54,Failed Login detected on HOST0191
ALT020199,2026-06-11 19:24:28.221341,EMP00345,HOST0007,Low,Malware Detection,T1078,10.15.202.115,10.77.251.27,Privilege Escalation detected on HOST0007
ALT020200,2026-07-05 05:37:28.221341,EMP00406,HOST0096,High,Credential Dumping,T1562,192.168.208.131,10.53.52.2,Data Exfiltration detected on HOST0096
ALT020201,2026-06-15 01:06:28.221341,EMP00159,HOST0020,Critical,Malware Detection,T1059,192.168.198.89,10.215.18.60,Data Exfiltration detected on HOST0020
ALT020202,2026-05-11 10:21:28.221341,EMP00473,HOST0168,Critical,Suspicious PowerShell,T1486,192.168.37.49,10.110.190.102,Ransomware Activity detected on HOST0168
ALT020203,2026-07-16 13:48:28.222850,EMP00020,HOST0159,Medium,Failed Login,T1562,192.168.241.38,10.181.164.147,Privilege Escalation detected on HOST0159
ALT020204,2026-07-09 19:11:28.222850,EMP00290,HOST0056,High,Credential Dumping,T1021,172.16.238.134,10.124.76.108,Ransomware Activity detected on HOST0056
ALT020205,2026-07-26 12:04:28.222850,EMP00333,HOST0121,Low,Suspicious PowerShell,T1562,10.64.149.201,10.123.41.27,Ransomware Activity detected on HOST0121
ALT020206,2026-07-07 06:06:28.222850,EMP00148,HOST0105,Medium,Ransomware Activity,T1021,172.26.135.143,10.213.251.117,Credential Dumping detected on HOST0105
ALT020207,2026-06-14 01:30:28.222850,EMP00059,HOST0009,Critical,Privilege Escalation,T1041,192.168.49.184,10.100.171.63,Data Exfiltration detected on HOST0009
ALT020208,2026-04-30 19:45:28.222850,EMP00395,HOST0026,Low,Suspicious PowerShell,T1486,10.74.147.105,10.145.146.107,Failed Login detected on HOST0026
ALT020209,2026-06-01 12:27:28.222850,EMP00362,HOST0153,Critical,Ransomware Activity,T1003,192.168.220.250,10.35.231.174,Ransomware Activity detected on HOST0153
ALT020210,2026-07-11 06:37:28.222850,EMP00206,HOST0001,Medium,Privilege Escalation,T1562,192.168.71.161,10.96.4.208,Privilege Escalation detected on HOST0001
ALT020211,2026-05-22 20:30:28.222850,EMP00123,HOST0119,Critical,Data Exfiltration,T1041,10.167.108.199,10.215.5.217,Suspicious PowerShell detected on HOST0119
ALT020212,2026-05-14 11:50:28.222850,EMP00052,HOST0008,Medium,Malware Detection,T1041,172.22.62.174,10.231.244.65,Malware Detection detected on HOST0008
ALT020213,2026-07-14 23:29:28.222850,EMP00221,HOST0149,High,Ransomware Activity,T1041,10.35.252.222,10.238.229.135,Ransomware Activity detected on HOST0149
ALT020214,2026-06-28 09:24:28.222850,EMP00429,HOST0006,High,Malware Detection,T1486,192.168.176.37,10.26.31.137,Suspicious PowerShell detected on HOST0006
ALT020215,2026-05-01 19:14:28.222850,EMP00298,HOST0011,High,Ransomware Activity,T1021,10.62.165.182,10.173.104.240,Malware Detection detected on HOST0011
ALT020216,2026-07-15 16:53:28.222850,EMP00064,HOST0153,Medium,Data Exfiltration,T1041,192.168.220.250,10.252.172.229,Data Exfiltration detected on HOST0153
ALT020217,2026-06-05 21:22:28.222850,EMP00058,HOST0096,Critical,Data Exfiltration,T1078,192.168.208.131,10.22.124.206,Ransomware Activity detected on HOST0096
ALT020218,2026-06-13 16:04:28.222850,EMP00242,HOST0095,High,Ransomware Activity,T1059,192.168.78.137,10.219.129.15,Data Exfiltration detected on HOST0095
ALT020219,2026-05-27 01:34:28.222850,EMP00165,HOST0110,Medium,Credential Dumping,T1059,192.168.86.35,10.218.214.30,Privilege Escalation detected on HOST0110
ALT020220,2026-05-08 06:38:28.222850,EMP00090,HOST0151,High,Ransomware Activity,T1003,172.17.222.51,10.180.143.97,Data Exfiltration detected on HOST0151
ALT020221,2026-05-21 20:52:28.222850,EMP00402,HOST0188,Critical,Suspicious PowerShell,T1003,172.28.254.122,10.22.134.1,Malware Detection detected on HOST0188
ALT020222,2026-07-12 08:28:28.222850,EMP00394,HOST0144,Critical,Ransomware Activity,T1562,172.26.17.231,10.92.103.196,Failed Login detected on HOST0144
ALT020223,2026-04-30 07:20:28.222850,EMP00210,HOST0164,Critical,Privilege Escalation,T1078,10.19.72.245,10.84.115.147,Ransomware Activity detected on HOST0164
ALT020224,2026-05-06 10:05:28.222850,EMP00180,HOST0178,Low,Ransomware Activity,T1059,10.241.195.158,10.57.120.95,Credential Dumping detected on HOST0178
ALT020225,2026-06-30 11:57:28.222850,EMP00397,HOST0108,Medium,Data Exfiltration,T1003,10.139.8.132,10.190.120.51,Malware Detection detected on HOST0108
ALT020226,2026-05-10 21:35:28.222850,EMP00225,HOST0036,Low,Credential Dumping,T1562,192.168.106.62,10.0.39.30,Data Exfiltration detected on HOST0036
ALT020227,2026-05-16 17:01:28.222850,EMP00138,HOST0008,Low,Suspicious PowerShell,T1003,172.22.62.174,10.47.135.30,Failed Login detected on HOST0008
ALT020228,2026-05-13 18:01:28.222850,EMP00156,HOST0124,High,Credential Dumping,T1486,192.168.6.174,10.170.255.197,Data Exfiltration detected on HOST0124
ALT020229,2026-05-01 02:37:28.222850,EMP00180,HOST0183,High,Credential Dumping,T1021,172.16.184.36,10.205.76.119,Malware Detection detected on HOST0183
ALT020230,2026-06-01 07:58:28.222850,EMP00299,HOST0025,High,Data Exfiltration,T1486,10.59.194.182,10.169.211.101,Credential Dumping detected on HOST0025
ALT020231,2026-05-16 06:52:28.222850,EMP00147,HOST0193,Low,Credential Dumping,T1059,172.30.154.147,10.38.112.143,Privilege Escalation detected on HOST0193
ALT020232,2026-05-24 04:19:28.222850,EMP00466,HOST0053,Critical,Failed Login,T1078,192.168.23.122,10.127.147.120,Ransomware Activity detected on HOST0053
ALT020233,2026-06-13 02:34:28.222850,EMP00496,HOST0161,Low,Ransomware Activity,T1003,10.155.22.224,10.99.123.104,Credential Dumping detected on HOST0161
ALT020234,2026-06-06 22:33:28.222850,EMP00185,HOST0101,High,Privilege Escalation,T1003,172.24.237.122,10.178.164.141,Ransomware Activity detected on HOST0101
ALT020235,2026-05-19 22:04:28.222850,EMP00028,HOST0167,Medium,Ransomware Activity,T1078,10.95.188.148,10.224.123.64,Data Exfiltration detected on HOST0167
ALT020236,2026-06-28 13:18:28.222850,EMP00429,HOST0196,Critical,Data Exfiltration,T1562,10.232.136.91,10.13.99.181,Ransomware Activity detected on HOST0196
ALT020237,2026-05-18 07:23:28.222850,EMP00427,HOST0024,Critical,Suspicious PowerShell,T1486,10.252.103.226,10.78.173.126,Credential Dumping detected on HOST0024
ALT020238,2026-06-14 11:20:28.222850,EMP00146,HOST0192,Medium,Failed Login,T1486,192.168.54.7,10.77.65.221,Credential Dumping detected on HOST0192
ALT020239,2026-07-05 22:28:28.222850,EMP00238,HOST0078,Low,Failed Login,T1003,10.43.147.45,10.95.89.98,Ransomware Activity detected on HOST0078
ALT020240,2026-06-12 14:01:28.222850,EMP00213,HOST0200,Low,Malware Detection,T1078,172.26.59.201,10.142.214.197,Data Exfiltration detected on HOST0200
ALT020241,2026-05-24 02:56:28.222850,EMP00151,HOST0122,High,Malware Detection,T1562,192.168.166.174,10.225.200.36,Malware Detection detected on HOST0122
ALT020242,2026-07-13 07:22:28.222850,EMP00309,HOST0081,Low,Privilege Escalation,T1021,172.25.69.179,10.152.247.202,Credential Dumping detected on HOST0081
ALT020243,2026-06-27 07:56:28.222850,EMP00113,HOST0194,Low,Data Exfiltration,T1041,172.18.37.60,10.82.228.113,Failed Login detected on HOST0194
ALT020244,2026-06-22 19:42:28.222850,EMP00142,HOST0097,Medium,Credential Dumping,T1003,172.17.153.30,10.216.11.63,Privilege Escalation detected on HOST0097
ALT020245,2026-05-17 01:30:28.222850,EMP00416,HOST0156,Low,Failed Login,T1041,192.168.166.35,10.34.124.140,Failed Login detected on HOST0156
ALT020246,2026-05-05 11:16:28.222850,EMP00313,HOST0003,Critical,Ransomware Activity,T1486,10.6.248.205,10.232.247.62,Failed Login detected on HOST0003
ALT020247,2026-05-26 00:11:28.222850,EMP00043,HOST0122,Low,Privilege Escalation,T1486,192.168.166.174,10.197.49.174,Credential Dumping detected on HOST0122
ALT020248,2026-07-10 13:05:28.222850,EMP00316,HOST0149,Medium,Credential Dumping,T1562,10.35.252.222,10.96.65.103,Ransomware Activity detected on HOST0149
ALT020249,2026-05-30 03:57:28.222850,EMP00353,HOST0046,Low,Data Exfiltration,T1486,10.103.24.206,10.177.243.45,Malware Detection detected on HOST0046
ALT020250,2026-05-16 20:06:28.222850,EMP00171,HOST0131,Medium,Credential Dumping,T1059,172.30.82.0,10.212.143.99,Malware Detection detected on HOST0131
ALT020251,2026-06-30 10:06:28.222850,EMP00259,HOST0049,High,Malware Detection,T1078,172.29.21.240,10.121.134.222,Credential Dumping detected on HOST0049
ALT020252,2026-06-17 12:27:28.222850,EMP00309,HOST0041,High,Failed Login,T1041,172.19.148.238,10.121.128.249,Malware Detection detected on HOST0041
ALT020253,2026-06-04 23:07:28.222850,EMP00118,HOST0070,Low,Privilege Escalation,T1078,10.113.230.254,10.179.254.76,Data Exfiltration detected on HOST0070
ALT020254,2026-06-30 04:11:28.222850,EMP00058,HOST0181,Medium,Suspicious PowerShell,T1059,10.253.119.142,10.142.16.133,Failed Login detected on HOST0181
ALT020255,2026-06-06 06:36:28.222850,EMP00089,HOST0153,Critical,Suspicious PowerShell,T1059,192.168.220.250,10.111.156.106,Privilege Escalation detected on HOST0153
ALT020256,2026-05-12 09:11:28.222850,EMP00389,HOST0104,Medium,Privilege Escalation,T1041,10.86.142.8,10.56.81.51,Malware Detection detected on HOST0104
ALT020257,2026-06-15 05:22:28.222850,EMP00361,HOST0011,Medium,Malware Detection,T1021,10.62.165.182,10.221.2.9,Failed Login detected on HOST0011
ALT020258,2026-06-08 17:13:28.222850,EMP00479,HOST0005,Critical,Suspicious PowerShell,T1562,10.180.255.199,10.29.176.59,Credential Dumping detected on HOST0005
ALT020259,2026-04-29 08:47:28.222850,EMP00235,HOST0105,Critical,Credential Dumping,T1059,172.26.135.143,10.48.142.169,Credential Dumping detected on HOST0105
ALT020260,2026-06-24 10:26:28.222850,EMP00057,HOST0166,Medium,Suspicious PowerShell,T1059,192.168.194.182,10.174.0.134,Credential Dumping detected on HOST0166
ALT020261,2026-07-21 05:49:28.222850,EMP00203,HOST0158,High,Failed Login,T1562,10.84.211.47,10.32.97.121,Credential Dumping detected on HOST0158
ALT020262,2026-04-28 22:16:28.222850,EMP00032,HOST0084,Critical,Suspicious PowerShell,T1562,172.25.75.99,10.109.83.251,Privilege Escalation detected on HOST0084
ALT020263,2026-05-22 04:55:28.222850,EMP00379,HOST0047,Critical,Privilege Escalation,T1078,10.41.155.46,10.242.197.240,Suspicious PowerShell detected on HOST0047
ALT020264,2026-07-16 05:43:28.222850,EMP00330,HOST0135,High,Malware Detection,T1003,172.31.164.149,10.95.113.243,Credential Dumping detected on HOST0135
ALT020265,2026-05-04 15:32:28.222850,EMP00117,HOST0130,Medium,Suspicious PowerShell,T1059,192.168.215.226,10.56.187.122,Failed Login detected on HOST0130
ALT020266,2026-06-16 03:27:28.222850,EMP00133,HOST0078,Critical,Ransomware Activity,T1562,10.43.147.45,10.134.155.21,Malware Detection detected on HOST0078
ALT020267,2026-06-18 11:17:28.222850,EMP00039,HOST0042,Critical,Credential Dumping,T1486,192.168.189.179,10.107.40.144,Malware Detection detected on HOST0042
ALT020268,2026-06-30 21:16:28.222850,EMP00389,HOST0059,Medium,Ransomware Activity,T1041,192.168.232.69,10.39.234.155,Suspicious PowerShell detected on HOST0059
ALT020269,2026-06-03 03:31:28.222850,EMP00098,HOST0187,Critical,Data Exfiltration,T1486,192.168.246.242,10.149.162.77,Data Exfiltration detected on HOST0187
ALT020270,2026-06-02 12:01:28.222850,EMP00493,HOST0069,High,Ransomware Activity,T1003,172.30.237.62,10.138.205.164,Data Exfiltration detected on HOST0069
ALT020271,2026-05-20 06:43:28.222850,EMP00169,HOST0073,Medium,Credential Dumping,T1059,192.168.187.229,10.122.112.192,Malware Detection detected on HOST0073
ALT020272,2026-05-25 00:49:28.222850,EMP00362,HOST0039,Critical,Failed Login,T1041,172.16.179.249,10.111.74.15,Failed Login detected on HOST0039
ALT020273,2026-06-06 17:31:28.222850,EMP00409,HOST0194,High,Malware Detection,T1562,172.18.37.60,10.237.149.242,Data Exfiltration detected on HOST0194
ALT020274,2026-06-19 01:40:28.222850,EMP00318,HOST0028,High,Suspicious PowerShell,T1041,10.145.135.125,10.46.225.17,Privilege Escalation detected on HOST0028
ALT020275,2026-05-07 04:09:28.222850,EMP00053,HOST0065,Medium,Malware Detection,T1078,172.28.48.175,10.84.79.162,Failed Login detected on HOST0065
ALT020276,2026-06-01 07:37:28.222850,EMP00346,HOST0112,Low,Malware Detection,T1059,172.16.35.94,10.62.99.102,Malware Detection detected on HOST0112
ALT020277,2026-07-04 06:29:28.222850,EMP00055,HOST0093,High,Privilege Escalation,T1059,192.168.225.205,10.104.172.97,Data Exfiltration detected on HOST0093
ALT020278,2026-07-01 05:16:28.222850,EMP00204,HOST0193,Medium,Privilege Escalation,T1041,172.30.154.147,10.110.245.55,Malware Detection detected on HOST0193
ALT020279,2026-05-11 18:27:28.222850,EMP00242,HOST0064,Medium,Credential Dumping,T1003,172.27.198.87,10.99.14.237,Credential Dumping detected on HOST0064
ALT020280,2026-05-19 05:34:28.222850,EMP00198,HOST0059,Critical,Malware Detection,T1059,192.168.232.69,10.210.115.141,Privilege Escalation detected on HOST0059
ALT020281,2026-07-08 05:10:28.222850,EMP00333,HOST0013,Low,Data Exfiltration,T1486,192.168.166.223,10.80.187.117,Suspicious PowerShell detected on HOST0013
ALT020282,2026-05-01 00:25:28.222850,EMP00174,HOST0180,High,Credential Dumping,T1562,10.29.112.232,10.89.65.48,Privilege Escalation detected on HOST0180
ALT020283,2026-05-27 01:28:28.222850,EMP00219,HOST0160,Critical,Suspicious PowerShell,T1021,192.168.177.138,10.202.19.164,Data Exfiltration detected on HOST0160
ALT020284,2026-06-29 05:46:28.222850,EMP00083,HOST0073,Critical,Data Exfiltration,T1003,192.168.187.229,10.69.18.9,Failed Login detected on HOST0073
ALT020285,2026-06-29 13:34:28.222850,EMP00330,HOST0069,Medium,Ransomware Activity,T1003,172.30.237.62,10.198.118.105,Privilege Escalation detected on HOST0069
ALT020286,2026-07-05 00:14:28.222850,EMP00236,HOST0108,Low,Suspicious PowerShell,T1003,10.139.8.132,10.228.49.83,Suspicious PowerShell detected on HOST0108
ALT020287,2026-05-16 02:50:28.222850,EMP00308,HOST0010,Critical,Ransomware Activity,T1059,10.22.239.109,10.203.192.26,Data Exfiltration detected on HOST0010
ALT020288,2026-06-10 19:01:28.222850,EMP00135,HOST0160,Low,Suspicious PowerShell,T1059,192.168.177.138,10.166.105.246,Privilege Escalation detected on HOST0160
ALT020289,2026-05-13 14:00:28.222850,EMP00305,HOST0178,Critical,Privilege Escalation,T1021,10.241.195.158,10.40.117.193,Privilege Escalation detected on HOST0178
ALT020290,2026-06-16 21:58:28.222850,EMP00429,HOST0144,Critical,Malware Detection,T1041,172.26.17.231,10.155.199.8,Data Exfiltration detected on HOST0144
ALT020291,2026-06-29 14:38:28.222850,EMP00440,HOST0122,High,Suspicious PowerShell,T1078,192.168.166.174,10.92.229.75,Ransomware Activity detected on HOST0122
ALT020292,2026-06-15 18:51:28.222850,EMP00173,HOST0120,High,Ransomware Activity,T1003,10.56.15.36,10.103.214.123,Failed Login detected on HOST0120
ALT020293,2026-04-28 17:58:28.222850,EMP00131,HOST0092,Critical,Privilege Escalation,T1021,192.168.124.29,10.234.9.214,Failed Login detected on HOST0092
ALT020294,2026-05-27 06:15:28.222850,EMP00382,HOST0050,Critical,Privilege Escalation,T1059,10.116.213.47,10.47.162.221,Suspicious PowerShell detected on HOST0050
ALT020295,2026-06-19 18:17:28.222850,EMP00200,HOST0094,Medium,Ransomware Activity,T1021,10.1.42.47,10.146.70.148,Malware Detection detected on HOST0094
ALT020296,2026-06-20 05:43:28.222850,EMP00112,HOST0118,Critical,Ransomware Activity,T1021,192.168.197.92,10.244.251.87,Suspicious PowerShell detected on HOST0118
ALT020297,2026-07-22 06:50:28.222850,EMP00335,HOST0043,Critical,Privilege Escalation,T1021,172.16.18.90,10.182.159.207,Ransomware Activity detected on HOST0043
ALT020298,2026-06-09 18:13:28.222850,EMP00340,HOST0061,High,Credential Dumping,T1078,172.31.164.189,10.129.171.83,Privilege Escalation detected on HOST0061
ALT020299,2026-06-10 14:52:28.222850,EMP00493,HOST0089,Critical,Failed Login,T1486,172.18.197.160,10.243.254.251,Ransomware Activity detected on HOST0089
ALT020300,2026-05-08 04:04:28.222850,EMP00282,HOST0004,Medium,Malware Detection,T1078,172.22.210.168,10.185.211.147,Ransomware Activity detected on HOST0004
ALT020301,2026-07-22 15:20:28.222850,EMP00447,HOST0146,Low,Privilege Escalation,T1562,172.18.132.194,10.52.37.209,Ransomware Activity detected on HOST0146
ALT020302,2026-06-30 19:36:28.222850,EMP00460,HOST0171,Low,Data Exfiltration,T1059,10.210.1.162,10.38.102.137,Suspicious PowerShell detected on HOST0171
ALT020303,2026-07-11 08:44:28.222850,EMP00154,HOST0027,High,Data Exfiltration,T1562,172.18.25.189,10.42.47.6,Ransomware Activity detected on HOST0027
ALT020304,2026-07-14 07:01:28.222850,EMP00319,HOST0013,High,Privilege Escalation,T1041,192.168.166.223,10.67.216.147,Suspicious PowerShell detected on HOST0013
ALT020305,2026-06-15 16:56:28.222850,EMP00413,HOST0158,Critical,Data Exfiltration,T1003,10.84.211.47,10.131.225.77,Suspicious PowerShell detected on HOST0158
ALT020306,2026-07-09 22:01:28.222850,EMP00075,HOST0190,Medium,Malware Detection,T1021,10.236.7.32,10.252.34.145,Credential Dumping detected on HOST0190
ALT020307,2026-06-12 07:17:28.222850,EMP00100,HOST0038,Medium,Failed Login,T1041,192.168.241.1,10.89.21.221,Suspicious PowerShell detected on HOST0038
ALT020308,2026-06-29 17:00:28.222850,EMP00222,HOST0119,Low,Suspicious PowerShell,T1021,10.167.108.199,10.97.155.120,Ransomware Activity detected on HOST0119
ALT020309,2026-07-10 12:46:28.222850,EMP00262,HOST0140,High,Malware Detection,T1562,192.168.184.80,10.199.50.44,Ransomware Activity detected on HOST0140
ALT020310,2026-06-12 16:42:28.222850,EMP00440,HOST0155,Critical,Malware Detection,T1486,192.168.39.147,10.186.197.238,Malware Detection detected on HOST0155
